Enrollmentno,sub1,sub2,sub3,sub4,sub5
E2993,50,72,70,98,47
E2994,75,72,62,64,41
E2995,67,94,59,64,45
E2996,99,100,62,100,99
E2997,86,96,64,95,84
E2998,74,85,42,84,61
E2999,50,92,77,63,44
E3000,66,66,93,92,58
E3001,40,74,83,83,59
E3002,99,86,68,85,92
E3003,90,66,40,51,96
E3004,69,88,90,75,42
E3005,43,44,40,54,71
E3006,46,88,99,50,97
E3007,56,80,79,58,81
E3008,100,94,84,96,81
E3009,84,94,66,84,90
E3010,45,91,72,99,98
E3011,55,97,75,57,80
E3012,59,68,89,100,41
E3013,88,85,59,56,87
E3014,52,67,100,83,66
E3015,60,49,84,52,64
E3016,49,99,84,82,55
E3017,79,96,55,48,78
E3018,74,46,51,84,47
E3019,41,82,98,67,93
E3020,89,85,90,53,76
E3021,81,87,78,81,44
E3022,82,99,48,90,58
E3023,72,57,71,76,44
E3024,76,72,86,50,71
E3025,83,69,61,82,64
E3026,42,97,82,95,94
E3027,40,42,85,47,44
E3028,99,78,79,72,80
E3029,88,85,79,50,48
E3030,86,97,45,40,61
E3031,67,92,93,90,94
E3032,84,93,60,92,44
E3033,100,51,59,83,90
E3034,84,84,99,70,73
E3035,49,65,49,89,85
E3036,88,88,56,92,73
E3037,92,99,74,94,85
E3038,50,90,67,68,100
E3039,43,80,41,97,68
E3040,55,45,80,99,86
E3041,75,72,54,65,72
E3042,97,79,65,86,45
E3043,100,40,66,88,93
E3044,67,41,70,76,84
E3045,40,60,85,62,75
E3046,44,49,75,83,81
E3047,100,75,64,94,71
E3048,73,67,62,56,63
E3049,89,69,79,69,61
E3050,80,77,89,64,85
E3051,68,73,74,81,96
E3052,61,53,71,44,62
E3053,82,89,90,89,60
E3054,56,68,47,83,100
E3055,44,81,49,56,53
E3056,53,59,46,92,56
E3057,94,50,98,88,81
E3058,95,83,98,59,78
E3059,45,85,76,96,63
E3060,85,40,51,63,59
E3061,88,58,99,96,53
E3062,57,81,100,84,63
E3063,52,59,69,42,69
E3064,59,49,98,45,70
E3065,65,56,60,65,78
E3066,68,83,97,80,95
E3067,85,61,52,40,73
E3068,42,40,98,100,82
E3069,54,100,45,67,61
E3070,76,47,91,71,88
E3071,86,41,71,98,62
E3072,88,72,47,84,57
E3073,44,93,66,40,79
E3074,70,66,40,41,74
E3075,96,43,54,83,63
E3076,98,64,76,62,88
E3077,75,92,73,90,46
E3078,45,49,67,78,84
E3079,69,65,91,57,80
E3080,40,66,45,42,90
E3081,59,82,68,77,41
E3082,93,74,45,96,43
E3083,92,75,86,54,65
E3084,75,98,47,84,97
E3085,56,44,73,42,82
E3086,75,71,98,90,60
E3087,74,63,52,43,56
E3088,49,78,60,79,74
E3089,52,66,78,89,74
E3090,51,51,64,42,44
E3091,73,85,45,66,75
E3092,67,78,69,41,42
E3093,42,59,92,96,40
E3094,73,51,74,70,97
E3095,67,93,68,72,62
E3096,50,43,42,81,45
E3097,92,45,99,43,63
E3098,46,61,84,41,69
E3099,53,88,70,95,89
E3100,96,52,95,48,76
E3101,84,91,43,41,96
E3102,78,64,76,48,59
E3103,76,99,80,67,43
E3104,48,66,47,94,48
E3105,75,93,55,54,48
E3106,65,88,90,76,98
E3107,78,70,61,57,83
E3108,56,94,46,72,57
E3109,55,78,82,80,46
E3110,49,49,71,87,96
E3111,49,74,52,42,51
E3112,85,67,52,92,43
E3113,84,69,53,95,60
E3114,82,58,50,90,67
E3115,100,66,46,93,54
E3116,85,78,85,82,70
E3117,51,46,76,100,56
E3118,73,41,54,65,85
E3119,92,45,90,43,46
E3120,68,66,58,69,72
E3121,50,43,78,53,86
E3122,57,96,51,82,49
E3123,68,49,72,53,68
E3124,50,85,84,82,78
E3125,64,47,56,44,46
E3126,43,43,90,66,74
E3127,64,81,83,91,52
E3128,94,86,47,61,79
E3129,92,50,80,69,85
E3130,41,85,67,55,47
E3131,94,66,79,59,90
E3132,43,82,83,68,46
E3133,50,45,99,50,74
E3134,70,59,58,52,89
E3135,80,58,82,71,64
E3136,71,76,62,54,58
E3137,68,80,41,67,53
E3138,68,71,69,41,90
E3139,43,50,61,68,71
E3140,89,92,91,87,98
E3141,59,70,49,60,48
E3142,41,64,74,71,42
E3143,94,71,84,91,79
E3144,71,83,75,95,87
E3145,63,97,66,94,75
E3146,46,91,93,92,74
E3147,70,70,79,86,70
E3148,54,93,58,97,95
E3149,77,74,55,49,84
E3150,81,73,75,70,80
E3151,91,91,40,56,48
E3152,94,41,84,67,60
E3153,92,99,46,44,67
E3154,59,71,97,94,97
E3155,91,42,87,56,46
E3156,45,91,62,79,83
E3157,62,62,57,42,57
E3158,50,72,47,80,57
E3159,62,59,99,100,97
E3160,93,50,59,48,99
E3161,86,68,57,45,59
E3162,45,65,79,74,52
E3163,85,47,53,87,48
E3164,88,60,73,66,60
E3165,95,43,88,46,85
E3166,62,71,69,56,97
E3167,64,60,90,76,89
E3168,90,85,92,88,68
E3169,79,54,78,76,72
E3170,59,94,66,52,76
E3171,43,83,77,70,66
E3172,82,48,76,44,82
E3173,77,88,48,66,65
E3174,77,70,94,76,59
E3175,93,67,97,63,90
E3176,57,65,97,53,50
E3177,60,58,92,56,95
E3178,48,67,91,91,48
E3179,69,79,48,49,71
E3180,52,54,93,77,48
E3181,64,76,51,51,43
E3182,42,69,44,72,61
E3183,42,91,74,63,93
E3184,84,72,83,97,52
E3185,40,67,42,64,91
E3186,61,56,54,57,52
E3187,83,40,74,83,64
E3188,82,94,75,81,61
E3189,69,57,41,100,91
E3190,77,45,45,57,59
E3191,58,90,82,77,70
E3192,44,45,80,52,56
E3193,75,59,57,84,55
E3194,52,80,64,47,99
E3195,48,100,93,77,48
E3196,75,88,67,75,41
E3197,70,60,99,40,40
E3198,44,96,95,47,74
E3199,63,59,88,47,41
E3200,40,44,95,59,77
E3201,85,62,84,76,78
E3202,69,67,76,92,79
E3203,89,54,64,64,96
E3204,76,41,89,95,97
E3205,91,46,60,65,85
E3206,70,64,82,57,100
E3207,61,42,60,90,61
E3208,46,97,84,62,41
E3209,88,93,76,48,75
E3210,44,63,49,100,51
E3211,88,89,64,75,78
E3212,52,74,95,86,77
E3213,40,99,74,100,96
E3214,71,70,60,94,50
E3215,42,88,77,73,84
E3216,59,63,60,96,60
E3217,47,77,93,49,51
E3218,44,85,95,83,71
E3219,85,80,66,82,82
E3220,60,96,51,43,85
E3221,71,67,95,42,87
E3222,97,86,83,43,47
E3223,51,90,79,58,95
E3224,70,41,71,61,46
E3225,60,63,99,54,83
E3226,82,80,53,72,94
E3227,92,64,69,57,46
E3228,75,82,86,46,56
E3229,43,82,88,42,74
E3230,78,76,85,74,41
E3231,62,92,83,57,50
E3232,78,47,49,64,90
E3233,44,97,51,49,96
E3234,73,51,84,88,59
E3235,73,40,75,58,90
E3236,88,80,78,71,71
E3237,55,68,54,82,53
E3238,98,79,41,82,93
E3239,93,61,95,46,75
E3240,82,70,79,57,94
E3241,47,87,55,84,89
E3242,87,53,57,54,60
E3243,77,64,45,70,43
E3244,98,42,64,59,92
E3245,83,73,52,49,74
E3246,68,86,75,98,48
E3247,91,58,64,41,60
E3248,92,81,97,58,89
E3249,98,76,54,58,41
E3250,63,49,92,78,97
E3251,77,59,72,59,100
E3252,57,93,96,98,89
E3253,89,81,73,44,46
E3254,55,53,61,63,80
E3255,65,43,93,66,47
E3256,100,75,87,63,50
E3257,92,61,50,91,70
E3258,72,40,96,84,68
E3259,76,99,53,49,93
E3260,99,40,47,93,81
E3261,77,48,74,45,57
E3262,100,100,93,46,46
E3263,79,49,83,73,98
E3264,91,80,63,89,62
E3265,93,79,85,59,94
E3266,60,67,61,58,45
E3267,70,71,52,79,46
E3268,67,42,90,43,40
E3269,74,70,47,59,87
E3270,94,56,87,75,92
E3271,67,42,96,55,73
E3272,52,76,70,96,93
E3273,53,73,59,70,81
E3274,92,82,96,84,99
E3275,40,86,65,76,66
E3276,84,67,48,66,40
E3277,53,57,88,75,61
E3278,88,100,70,82,70
E3279,96,54,71,40,40
E3280,77,65,88,56,45
E3281,85,63,98,87,72
E3282,70,81,90,57,76
E3283,42,76,91,88,91
E3284,95,61,54,74,97
E3285,57,63,46,63,78
E3286,94,97,52,68,45
E3287,69,81,59,90,43
E3288,79,52,93,42,52
E3289,73,62,100,80,95
E3290,46,97,67,51,57
E3291,88,66,51,69,87
E3292,90,81,80,64,94
E3293,82,99,74,88,84
E3294,65,59,53,84,85
E3295,92,69,78,49,99
E3296,98,79,47,55,76
E3297,65,90,50,68,60
E3298,97,73,46,99,55
E3299,70,44,82,82,89
E3300,54,77,60,92,41
E3301,44,58,40,92,71
E3302,80,94,77,51,54
E3303,77,90,54,72,51
E3304,79,86,79,67,73
E3305,65,51,49,61,67
E3306,86,62,97,49,87
E3307,84,56,82,63,67
E3308,55,70,97,70,45
E3309,98,49,63,68,52
E3310,77,62,63,94,79
E3311,86,80,95,84,68
E3312,47,43,59,78,99
E3313,82,79,59,63,81
E3314,51,71,93,49,56
E3315,48,75,83,42,88
E3316,82,74,89,80,87
E3317,89,76,63,67,52
E3318,44,59,44,41,88
E3319,74,91,72,66,53
E3320,90,77,92,98,95
E3321,87,53,90,56,80
E3322,61,89,47,98,43
E3323,83,91,75,84,47
E3324,97,71,46,67,50
E3325,92,56,70,64,57
E3326,89,40,40,99,69
E3327,91,53,45,65,100
E3328,80,74,52,40,46
E3329,88,60,61,46,57
E3330,78,100,75,56,74
E3331,40,44,77,56,74
E3332,80,71,84,95,86
E3333,80,43,75,96,95
E3334,72,49,95,71,66
E3335,54,40,88,48,89
E3336,94,49,95,78,47
E3337,64,48,68,98,43
E3338,94,50,56,86,83
E3339,51,92,61,61,58
E3340,47,59,90,64,84
E3341,41,71,63,52,92
E3342,72,91,44,92,95
E3343,71,79,83,71,85
E3344,99,100,48,49,41
E3345,76,92,44,73,64
E3346,68,51,87,40,92
E3347,48,84,69,53,48
E3348,76,62,91,68,56
E3349,50,49,93,77,73
E3350,98,88,45,92,50
E3351,78,97,86,78,91
E3352,78,43,75,57,77
E3353,80,96,76,53,47
E3354,85,57,88,76,41
E3355,57,44,84,49,44
E3356,58,60,77,59,70
E3357,48,54,76,53,72
E3358,46,60,70,40,100
E3359,55,79,79,44,61
E3360,82,98,82,87,51
E3361,76,70,82,42,65
E3362,49,98,92,40,71
E3363,65,82,60,96,71
E3364,85,82,86,49,99
E3365,98,82,94,45,55
E3366,52,82,95,82,80
E3367,81,59,53,78,61
E3368,79,53,46,88,73
E3369,97,89,67,89,58
E3370,87,97,64,80,98
E3371,67,63,71,73,58
E3372,49,75,55,61,94
E3373,64,48,51,52,62
E3374,62,48,90,73,69
E3375,77,79,67,47,43
E3376,43,91,75,62,90
E3377,81,42,71,54,49
E3378,85,93,92,73,88
E3379,77,78,100,68,91
E3380,87,61,41,40,57
E3381,80,60,89,100,70
E3382,68,55,51,89,52
E3383,49,98,46,99,66
E3384,48,65,62,68,50
E3385,83,72,78,55,93
E3386,56,64,63,73,41
E3387,94,47,83,52,88
E3388,78,54,59,46,48
E3389,88,49,45,46,65
E3390,45,66,54,71,72
E3391,47,53,68,57,66
E3392,88,87,77,81,54
E3393,97,56,59,48,80
E3394,88,92,43,66,70
E3395,50,63,71,74,91
E3396,89,59,62,69,77
E3397,45,88,57,68,66
E3398,41,67,89,84,66
E3399,88,67,71,82,47
E3400,89,64,60,56,73
E3401,66,66,85,56,61
E3402,43,54,82,41,46
E3403,74,93,67,87,49
E3404,71,89,97,94,68
E3405,46,69,78,67,76
E3406,66,61,93,56,84
E3407,93,83,64,64,83
E3408,50,52,50,71,90
E3409,63,100,98,99,77
E3410,47,72,72,66,90
E3411,55,44,43,97,82
E3412,78,85,61,96,92
E3413,100,98,61,40,80
E3414,87,96,55,43,66
E3415,43,41,95,53,54
E3416,59,93,67,93,71
E3417,91,62,75,41,89
E3418,54,79,96,56,83
E3419,89,43,89,87,78
E3420,99,91,67,80,70
E3421,51,78,51,97,54
E3422,55,44,94,91,97
E3423,64,77,74,54,73
E3424,97,98,51,43,58
E3425,80,45,91,54,44
E3426,45,45,48,44,100
E3427,61,100,57,94,44
E3428,77,100,73,84,63
E3429,56,66,49,76,86
E3430,82,83,62,79,61
E3431,94,91,90,51,77
E3432,86,93,91,98,62
E3433,88,59,85,95,65
E3434,84,92,44,42,94
E3435,83,83,69,91,78
E3436,78,56,82,81,47
E3437,71,48,51,93,94
E3438,70,95,57,99,41
E3439,66,56,45,50,71
E3440,88,95,69,57,72
E3441,62,46,62,52,41
E3442,56,45,87,97,42
E3443,78,62,89,62,76
E3444,92,92,46,43,85
E3445,69,96,58,66,67
E3446,75,99,91,74,55
E3447,56,43,100,88,93
E3448,52,54,45,99,57
E3449,75,91,100,58,70
E3450,69,46,51,100,59
E3451,61,80,47,68,89
E3452,79,80,97,88,93
E3453,45,81,68,96,40
E3454,66,52,86,50,88
E3455,46,85,90,73,68
E3456,96,51,71,78,70
E3457,40,80,41,86,45
E3458,58,56,63,97,89
E3459,83,65,82,44,82
E3460,59,70,46,72,44
E3461,81,84,49,70,42
E3462,49,68,62,40,82
E3463,71,76,79,83,68
E3464,60,47,69,91,97
E3465,49,59,57,51,45
E3466,87,86,44,86,61
E3467,88,80,75,77,62
E3468,57,60,85,74,44
E3469,95,92,84,75,86
E3470,47,99,74,47,53
E3471,87,98,96,61,62
E3472,65,67,75,56,59
E3473,100,54,50,54,99
E3474,73,58,61,94,67
E3475,55,80,55,89,74
E3476,48,41,74,52,97
E3477,96,64,84,72,65
E3478,52,86,52,41,57
E3479,76,68,78,58,68
E3480,91,40,89,91,49
E3481,68,96,100,60,86
E3482,89,80,45,60,77
E3483,76,92,66,46,72
E3484,46,72,42,57,83
E3485,96,58,60,91,42
E3486,43,90,63,84,56
E3487,70,69,70,88,58
E3488,46,55,71,87,97
E3489,60,46,73,46,95
E3490,89,83,66,44,57
E3491,62,99,61,83,75
E3492,73,41,85,68,58
E3493,61,57,94,94,89
E3494,46,60,71,79,70
E3495,40,81,99,54,76
E3496,67,83,93,72,42
E3497,87,63,52,56,85
E3498,45,42,89,99,53
E3499,71,69,88,40,83
E3500,51,51,95,47,98
E3501,41,85,78,62,100
E3502,78,80,67,94,58
E3503,65,66,74,77,57
E3504,70,64,88,62,53
E3505,95,77,42,91,94
E3506,48,61,84,57,90
E3507,86,93,70,70,61
E3508,56,50,54,75,48
E3509,66,83,45,77,95
E3510,45,48,61,74,40
E3511,56,90,77,95,64
E3512,65,56,66,51,51
E3513,42,98,54,93,97
E3514,82,53,48,48,66
E3515,91,60,97,57,75
E3516,54,70,92,96,52
E3517,52,48,99,57,80
E3518,87,73,48,65,70
E3519,73,49,86,46,54
E3520,63,61,50,60,93
E3521,67,69,65,76,63
E3522,62,42,98,81,47
E3523,80,46,74,71,73
E3524,40,71,54,86,59
E3525,80,99,59,84,43
E3526,86,64,94,61,90
E3527,85,43,64,74,53
E3528,79,54,88,96,92
E3529,45,93,98,88,65
E3530,45,78,41,70,68
E3531,58,55,68,84,69
E3532,68,49,53,59,97
E3533,42,48,87,81,82
E3534,54,95,95,83,65
E3535,55,44,99,47,43
E3536,73,71,72,83,54
E3537,61,81,83,97,94
E3538,55,95,69,51,49
E3539,82,95,53,65,88
E3540,85,61,91,71,80
E3541,69,75,48,46,75
E3542,82,69,66,85,94
E3543,64,73,62,89,75
E3544,54,66,53,93,42
E3545,91,48,62,92,69
E3546,52,93,62,41,44
E3547,52,72,86,67,80
E3548,55,70,83,88,50
E3549,61,43,64,96,74
E3550,68,44,48,59,73
E3551,41,64,77,64,50
E3552,79,77,56,92,85
E3553,93,57,67,77,88
E3554,47,60,44,60,90
E3555,53,94,62,95,47
E3556,62,61,75,83,61
E3557,94,61,57,58,60
E3558,81,79,85,79,94
E3559,77,84,52,93,89
E3560,53,82,44,48,63
E3561,87,84,52,76,50
E3562,76,46,40,62,88
E3563,47,43,69,61,91
E3564,58,50,83,77,58
E3565,52,62,56,45,41
E3566,91,48,70,64,53
E3567,89,88,84,68,68
E3568,51,58,84,72,87
E3569,73,94,77,92,84
E3570,47,43,43,83,55
E3571,79,48,43,76,67
E3572,72,77,79,89,63
E3573,72,86,55,88,88
E3574,97,91,63,68,77
E3575,94,68,41,54,64
E3576,69,99,82,97,70
E3577,91,52,89,76,90
E3578,51,88,100,99,74
E3579,60,76,57,96,95
E3580,88,80,87,99,95
E3581,43,71,59,86,76
E3582,97,52,55,59,43
E3583,71,86,53,48,50
E3584,66,54,87,66,88
E3585,92,71,70,50,88
E3586,64,74,93,88,40
E3587,94,80,43,66,84
E3588,86,82,97,55,81
E3589,53,75,40,41,51
E3590,42,81,49,75,43
E3591,96,60,80,57,79
E3592,73,98,72,58,52
E3593,96,42,95,66,61
E3594,80,75,46,95,60
E3595,43,88,57,96,50
E3596,84,85,73,80,79
E3597,92,41,53,46,94
E3598,68,52,57,77,60
E3599,41,42,82,44,45
E3600,76,80,79,70,88
E3601,72,50,55,86,83
E3602,95,100,44,53,74
E3603,69,55,49,63,100
E3604,44,59,63,77,48
E3605,68,61,59,74,88
E3606,100,66,83,90,60
E3607,47,53,55,85,100
E3608,96,81,43,63,55
E3609,71,85,62,42,71
E3610,87,68,40,76,48
E3611,94,43,58,61,61
E3612,99,93,58,65,65
E3613,83,69,41,43,50
E3614,100,60,62,50,46
E3615,95,54,68,68,72
E3616,41,46,67,72,98
E3617,42,92,95,68,42
E3618,72,67,41,81,53
E3619,45,42,75,97,83
E3620,88,90,63,93,43
E3621,52,100,71,75,89
E3622,70,77,58,57,66
E3623,100,92,70,65,77
E3624,55,62,83,76,85
E3625,47,88,69,42,83
E3626,98,89,79,44,98
E3627,100,100,47,45,56
E3628,43,100,97,56,88
E3629,84,90,80,83,61
E3630,77,68,53,59,98
E3631,98,44,75,90,76
E3632,66,56,93,52,98
E3633,79,56,97,80,45
E3634,69,60,58,97,43
E3635,65,41,72,88,60
E3636,99,81,86,63,61
E3637,67,97,89,52,43
E3638,100,100,70,98,41
E3639,48,57,70,76,59
E3640,54,54,62,69,79
E3641,49,66,78,58,81
E3642,74,59,63,90,56
E3643,46,93,78,56,41
E3644,62,83,96,46,50
E3645,46,91,62,85,41
E3646,44,67,50,80,57
E3647,74,72,65,63,65
E3648,64,65,98,82,48
E3649,53,63,48,45,90
E3650,66,91,56,73,65
E3651,77,57,48,100,44
E3652,65,68,55,94,79
E3653,40,47,47,52,62
E3654,46,78,64,49,60
E3655,62,70,40,97,76
E3656,50,75,88,81,41
E3657,73,100,56,76,64
E3658,72,93,73,95,83
E3659,56,61,74,42,65
E3660,81,80,94,90,72
E3661,87,78,92,62,51
E3662,79,86,48,60,52
E3663,92,94,41,58,59
E3664,71,72,44,86,70
E3665,50,81,83,63,57
E3666,67,88,58,63,58
E3667,91,82,52,83,85
E3668,98,61,50,63,76
E3669,61,53,41,67,55
E3670,95,68,59,46,52
E3671,52,47,56,58,77
E3672,40,89,90,66,50
E3673,60,81,62,79,82
E3674,95,85,68,44,50
E3675,99,86,92,62,70
E3676,80,74,56,42,40
E3677,93,75,72,93,78
E3678,69,66,55,67,61
E3679,57,45,41,85,82
E3680,62,48,78,97,43
E3681,78,56,44,40,73
E3682,95,65,62,59,73
E3683,60,73,77,46,81
E3684,43,74,57,61,67
E3685,97,46,88,98,95
E3686,50,79,100,80,91
E3687,75,66,87,76,50
E3688,86,93,82,77,63
E3689,72,87,99,68,44
E3690,86,92,79,45,83
E3691,90,64,41,56,98
E3692,71,54,93,69,96
E3693,47,83,75,75,63
E3694,43,61,86,84,59
E3695,78,62,47,71,73
E3696,74,53,43,96,43
E3697,56,57,85,63,100
E3698,71,63,73,97,49
E3699,61,99,59,57,40
E3700,76,99,52,80,60
E3701,72,99,81,71,93
E3702,74,44,85,69,51
E3703,82,80,85,98,73
E3704,73,46,74,64,67
E3705,74,58,76,93,83
E3706,60,49,41,60,97
E3707,71,97,47,56,64
E3708,42,56,55,74,51
E3709,54,66,64,50,65
E3710,83,49,65,62,80
E3711,66,89,56,95,100
E3712,59,90,60,53,55
E3713,88,55,67,66,65
E3714,57,42,41,57,52
E3715,57,75,73,93,55
E3716,85,89,59,42,85
E3717,89,53,54,49,60
E3718,45,99,100,96,91
E3719,48,48,52,49,63
E3720,46,82,43,55,77
E3721,78,63,84,87,59
E3722,43,96,55,75,42
E3723,74,67,50,73,60
E3724,42,55,77,81,91
E3725,49,82,68,78,41
E3726,44,51,81,100,49
E3727,89,50,97,57,82
E3728,76,77,88,44,72
E3729,62,77,71,83,99
E3730,56,98,68,80,75
E3731,95,68,74,52,86
E3732,89,45,89,91,87
E3733,99,59,46,65,62
E3734,69,99,65,75,91
E3735,49,81,94,68,89
E3736,74,66,88,98,75
E3737,73,93,93,95,87
E3738,80,73,85,65,65
E3739,59,60,43,70,66
E3740,91,62,49,86,87
E3741,47,59,86,95,51
E3742,41,42,57,85,49
E3743,79,71,41,61,85
E3744,96,56,51,48,81
E3745,58,60,41,40,72
E3746,96,78,73,50,95
E3747,61,91,46,75,45
E3748,45,79,76,46,64
E3749,63,60,85,40,84
E3750,83,55,96,99,79
E3751,46,85,92,97,60
E3752,87,61,79,96,99
E3753,60,81,83,54,43
E3754,50,56,73,90,70
E3755,53,63,81,89,75
E3756,92,88,84,66,45
E3757,75,63,47,89,100
E3758,58,66,73,65,90
E3759,100,51,56,49,48
E3760,53,93,76,60,96
E3761,78,84,47,82,59
E3762,79,77,65,85,48
E3763,40,82,71,49,84
E3764,56,95,67,88,76
E3765,47,47,64,55,93
E3766,71,57,88,45,73
E3767,85,78,71,94,46
E3768,98,60,77,59,57
E3769,86,69,82,83,46
E3770,95,94,90,58,46
E3771,87,80,55,81,52
E3772,42,59,54,87,61
E3773,63,91,80,48,86
E3774,94,83,60,51,99
E3775,85,86,92,62,55
E3776,54,70,98,43,74
E3777,90,51,74,50,99
E3778,79,59,47,40,97
E3779,43,88,92,46,85
E3780,56,55,50,49,76
E3781,79,68,90,47,97
E3782,54,77,69,68,89
E3783,85,81,55,83,46
E3784,75,48,66,70,65
E3785,93,88,55,55,71
E3786,52,62,40,51,41
E3787,94,95,44,45,60
E3788,73,54,45,99,47
E3789,59,61,96,81,83
E3790,72,96,96,82,82
E3791,81,66,52,86,80
E3792,89,54,74,64,54
E3793,45,50,74,54,73
E3794,57,89,69,86,53
E3795,42,90,52,83,89
E3796,45,52,95,75,60
E3797,98,89,98,91,94
E3798,67,45,69,93,73
E3799,54,68,58,84,62
E3800,46,50,96,74,71
E3801,80,88,64,63,64
E3802,55,90,51,99,63
E3803,80,60,79,71,46
E3804,43,87,46,81,48
E3805,84,55,64,67,84
E3806,41,79,51,50,77
E3807,100,100,89,41,57
E3808,62,84,98,59,91
E3809,66,49,82,79,98
E3810,94,100,77,50,42
E3811,67,51,58,51,83
E3812,78,53,61,85,87
E3813,87,55,82,86,44
E3814,41,86,85,46,65
E3815,42,89,94,55,99
E3816,76,64,44,67,54
E3817,75,61,75,59,83
E3818,54,64,96,77,68
E3819,82,54,94,70,100
E3820,100,72,68,62,86
E3821,84,79,63,60,80
E3822,45,47,42,44,46
E3823,97,97,90,53,64
E3824,82,95,77,67,96
E3825,88,68,82,93,56
E3826,65,83,79,96,46
E3827,40,63,92,66,45
E3828,99,71,69,74,93
E3829,89,94,86,54,79
E3830,54,44,94,89,51
E3831,88,87,48,42,81
E3832,99,78,60,85,44
E3833,44,62,42,43,97
E3834,84,94,56,93,75
E3835,93,42,60,100,79
E3836,40,98,65,85,94
E3837,76,88,73,95,87
E3838,92,57,49,83,98
E3839,67,40,82,52,43
E3840,99,53,58,90,85
E3841,40,66,70,69,91
E3842,48,69,52,63,64
E3843,95,76,92,98,79
E3844,92,55,90,69,57
E3845,83,78,62,90,55
E3846,59,75,86,83,85
E3847,63,61,44,79,62
E3848,87,57,63,82,80
E3849,66,56,44,81,52
E3850,96,46,57,98,92
E3851,96,96,57,75,66
E3852,57,91,99,58,57
E3853,99,52,99,55,93
E3854,75,50,86,41,57
E3855,94,47,49,53,90
E3856,72,66,71,62,80
E3857,49,87,52,96,81
E3858,51,94,59,52,50
E3859,95,53,84,57,58
E3860,88,60,96,52,75
E3861,76,54,48,52,88
E3862,92,75,61,46,78
E3863,79,79,75,89,96
E3864,50,57,97,87,79
E3865,54,86,41,58,83
E3866,96,56,76,50,46
E3867,77,64,87,42,90
E3868,44,96,50,87,82
E3869,55,69,40,45,87
E3870,73,42,93,47,96
E3871,55,46,70,61,50
E3872,81,84,94,79,54
E3873,54,82,54,54,44
E3874,58,81,70,46,71
E3875,40,47,69,84,74
E3876,82,67,73,87,74
E3877,50,62,92,44,95
E3878,67,45,66,92,49
E3879,68,83,75,92,93
E3880,47,85,95,61,76
E3881,88,63,45,75,89
E3882,42,81,45,93,57
E3883,66,81,49,61,74
E3884,75,57,94,97,92
E3885,60,50,53,48,73
E3886,88,78,87,40,89
E3887,71,44,88,86,81
E3888,66,58,77,83,53
E3889,83,83,66,79,40
E3890,95,43,53,89,61
E3891,77,92,59,84,55
E3892,79,72,89,54,51
E3893,46,94,54,48,43
E3894,86,76,58,56,97
E3895,90,75,51,97,50
E3896,66,51,65,59,44
E3897,82,44,93,54,56
E3898,51,59,87,50,92
E3899,70,76,77,51,74
E3900,50,54,59,77,85
E3901,93,50,93,86,61
E3902,99,43,65,53,65
E3903,83,65,64,85,65
E3904,66,64,80,94,93
E3905,50,88,51,43,69
E3906,80,77,61,69,72
E3907,85,80,51,96,68
E3908,62,43,95,50,70
E3909,69,88,48,75,61
E3910,45,64,50,90,51
E3911,95,44,49,67,57
E3912,85,65,69,85,81
E3913,68,59,93,69,93
E3914,41,72,68,87,92
E3915,70,52,52,82,90
E3916,54,84,91,80,66
E3917,70,87,65,44,63
E3918,51,50,52,70,88
E3919,43,82,50,58,64
E3920,95,80,74,63,89
E3921,79,83,86,69,51
E3922,80,59,47,92,86
E3923,52,86,50,53,99
E3924,98,61,75,92,89
E3925,81,43,96,80,52
E3926,92,80,58,47,71
E3927,45,59,45,51,46
E3928,74,51,52,87,90
E3929,75,65,70,59,40
E3930,84,73,61,77,51
E3931,75,50,42,72,41
E3932,67,100,88,75,52
E3933,73,51,53,75,92
E3934,77,64,96,43,92
E3935,67,69,89,60,67
E3936,87,43,91,59,57
E3937,72,59,99,54,64
E3938,68,76,89,71,81
E3939,90,56,65,98,80
E3940,83,81,78,65,46
E3941,99,79,79,40,51
E3942,58,85,40,67,68
E3943,100,87,49,96,43
E3944,85,73,87,86,57
E3945,83,95,68,88,100
E3946,43,71,90,46,42
E3947,75,82,93,79,85
E3948,58,93,72,94,68
E3949,78,81,97,90,88
E3950,88,93,82,74,87
E3951,84,85,91,78,72
E3952,47,72,43,74,58
E3953,78,93,66,54,51
E3954,78,75,47,60,42
E3955,46,52,47,53,58
E3956,82,82,96,53,75
E3957,57,97,80,82,44
E3958,99,96,78,41,85
E3959,76,62,55,49,56
E3960,84,80,41,73,90
E3961,68,60,82,62,69
E3962,96,57,77,79,65
E3963,51,47,55,88,95
E3964,78,92,67,96,88
E3965,60,70,68,87,79
E3966,46,72,86,50,87
E3967,84,68,53,87,74
E3968,84,58,75,87,53
E3969,45,71,49,40,82
E3970,88,66,71,41,45
E3971,62,46,66,60,50
E3972,51,44,97,41,64
E3973,66,73,71,54,53
E3974,100,63,97,84,51
E3975,88,46,83,95,42
E3976,96,44,94,70,69
E3977,90,63,80,76,96
E3978,41,59,48,55,46
E3979,86,89,46,87,41
E3980,74,80,68,67,57
E3981,84,89,66,47,63
E3982,73,95,96,89,74
E3983,94,78,70,86,80
E3984,95,84,85,75,64
E3985,61,78,58,63,98
E3986,94,89,43,88,87
E3987,78,97,43,75,85
E3988,82,75,61,100,87
E3989,49,43,97,87,66
E3990,56,61,60,50,69
