Enrollmentno,choice1,choice2,choice3,choice4,choice5,choice6,choice7,choice8,choice9,choice10
E3962,C0029-IC,C0007-ME,C0046-IC,C0017-ME,C0015-AUTO,C0029-IC,C0042-IC,C0044-IC,C0019-IC,C0029-IC
E3963,C0007-ME,C0042-IC,C0050-AUTO,C0022-IC,C0005-IC,C0021-AUTO,C0006-ME,C0024-AUTO,C0040-ME,C0001-IC
E3964,C0014-CIVIL,C0043-CIVIL,C0004-CH,C0009-CIVIL,C0022-CH,C0004-CH,C0003-CH,C0012-CIVIL,C0013-CH,C0022-CH
E3965,C0013-EC,C0031-EE,C0017-EC,C0016-EC,C0050-EE,C0018-EC,C0016-EE,C0017-EC,C0034-EC,C0043-EC
E3966,C0003-CIVIL,C0002-CIVIL,C0031-CIVIL,C0004-CH,C0008-CH,C0031-CH,C0010-CIVIL,C0018-CH,C0050-CIVIL,C0015-CIVIL
E3967,C0024-EE,C0032-EC,C0045-EE,C0008-EC,C0017-EC,C0015-EC,C0031-EC,C0032-EE,C0020-EE,C0008-EC
E3968,C0041-EE,C0048-EC,C0012-EC,C0015-EC,C0031-EE,C0038-EC,C0016-EC,C0030-EC,C0037-EC,C0029-EE
E3969,C0005-CIVIL,C0042-CH,C0013-CIVIL,C0024-CIVIL,C0012-CH,C0042-CIVIL,C0003-CIVIL,C0004-CH,C0010-CIVIL,C0050-CH
E3970,C0007-EE,C0024-EE,C0041-EE,C0009-EE,C0041-EC,C0007-EE,C0005-EE,C0030-EC,C0008-EC,C0046-EE
E3971,C0018-IT,C0019-IT,C0006-CSE,C0004-CSE,C0010-IT,C0005-CSE,C0049-CSE,C0038-IT,C0007-IT,C0019-IT
E3972,C0043-EC,C0017-EE,C0036-EE,C0011-EE,C0016-EC,C0024-EE,C0021-EC,C0040-EE,C0050-EE,C0029-EE
E3973,C0032-EE,C0006-EC,C0028-EC,C0013-EE,C0046-EE,C0028-EC,C0039-EC,C0002-EE,C0007-EC,C0015-EC
E3974,C0038-CIVIL,C0008-CH,C0038-CIVIL,C0006-CIVIL,C0034-CIVIL,C0026-CIVIL,C0044-CH,C0008-CH,C0025-CH,C0022-CH
E3975,C0013-ME,C0015-AUTO,C0043-IC,C0034-ME,C0039-IC,C0043-IC,C0046-IC,C0029-ME,C0012-AUTO,C0019-IC
E3976,C0048-IT,C0001-CSE,C0010-CSE,C0033-IT,C0021-IT,C0004-CSE,C0001-CSE,C0047-CSE,C0020-IT,C0007-CSE
E3977,C0019-ME,C0005-AUTO,C0018-AUTO,C0041-ME,C0050-AUTO,C0041-IC,C0041-ME,C0045-IC,C0045-ME,C0026-AUTO
E3978,C0026-ME,C0018-AUTO,C0011-AUTO,C0021-ME,C0035-IC,C0036-ME,C0018-AUTO,C0015-AUTO,C0001-IC,C0032-AUTO
E3979,C0024-EE,C0013-EE,C0015-EE,C0018-EC,C0007-EE,C0009-EE,C0018-EC,C0029-EE,C0031-EE,C0003-EE
E3980,C0032-CIVIL,C0012-CH,C0007-CIVIL,C0011-CH,C0033-CH,C0040-CH,C0046-CIVIL,C0003-CIVIL,C0004-CIVIL,C0044-CH
E3981,C0014-CIVIL,C0006-CH,C0014-CIVIL,C0048-CH,C0015-CIVIL,C0029-CH,C0025-CH,C0004-CIVIL,C0012-CIVIL,C0003-CIVIL
E3982,C0048-CIVIL,C0030-CH,C0003-CIVIL,C0037-CIVIL,C0050-CIVIL,C0020-CIVIL,C0030-CIVIL,C0024-CIVIL,C0002-CH,C0036-CIVIL
E3983,C0023-EE,C0013-EE,C0037-EC,C0034-EE,C0030-EE,C0007-EC,C0014-EC,C0028-EC,C0021-EC,C0013-EE
E3984,C0032-IT,C0034-CSE,C0012-CSE,C0025-IT,C0024-IT,C0045-IT,C0043-IT,C0034-CSE,C0037-IT,C0025-IT
E3985,C0042-EC,C0021-EC,C0040-EE,C0023-EE,C0029-EE,C0042-EE,C0037-EC,C0017-EC,C0002-EE,C0013-EE
E3986,C0010-IC,C0046-IC,C0008-ME,C0026-AUTO,C0004-IC,C0043-IC,C0029-ME,C0009-IC,C0030-IC,C0027-ME
E3987,C0036-EE,C0026-EE,C0034-EE,C0047-EE,C0030-EC,C0049-EC,C0012-EC,C0018-EC,C0034-EC,C0041-EE
E3988,C0016-AUTO,C0018-AUTO,C0006-IC,C0040-IC,C0013-ME,C0017-IC,C0005-IC,C0047-IC,C0017-AUTO,C0016-IC
E3989,C0012-CH,C0017-CH,C0005-CH,C0035-CIVIL,C0049-CH,C0016-CIVIL,C0042-CH,C0040-CH,C0008-CH,C0034-CIVIL
E3990,C0035-EE,C0005-EE,C0002-EE,C0035-EC,C0039-EC,C0035-EC,C0005-EE,C0028-EC,C0007-EC,C0018-EE
E3991,C0041-AUTO,C0044-ME,C0042-ME,C0036-AUTO,C0039-ME,C0045-IC,C0033-IC,C0040-ME,C0005-IC,C0047-IC
E3992,C0045-ME,C0042-IC,C0033-IC,C0037-IC,C0008-ME,C0033-AUTO,C0002-AUTO,C0013-ME,C0009-IC,C0048-IC
E3993,C0023-CIVIL,C0029-CH,C0015-CIVIL,C0014-CIVIL,C0048-CH,C0017-CIVIL,C0008-CIVIL,C0025-CH,C0023-CH,C0010-CH
E3994,C0026-CH,C0001-CIVIL,C0023-CH,C0050-CH,C0049-CIVIL,C0012-CH,C0030-CH,C0035-CH,C0003-CIVIL,C0036-CIVIL
E3995,C0006-EC,C0041-EC,C0016-EC,C0015-EC,C0031-EE,C0041-EE,C0017-EC,C0011-EE,C0002-EE,C0016-EC
E3996,C0009-ME,C0006-AUTO,C0029-AUTO,C0023-AUTO,C0034-IC,C0022-AUTO,C0049-IC,C0032-AUTO,C0040-ME,C0046-ME
E3997,C0038-CH,C0050-CH,C0029-CH,C0008-CH,C0049-CIVIL,C0033-CIVIL,C0035-CH,C0033-CIVIL,C0013-CIVIL,C0008-CH
E3998,C0024-CH,C0024-CH,C0005-CH,C0036-CIVIL,C0044-CH,C0042-CIVIL,C0041-CH,C0045-CH,C0036-CIVIL,C0006-CH
E3999,C0031-CH,C0020-CIVIL,C0013-CH,C0008-CH,C0020-CH,C0013-CIVIL,C0009-CH,C0006-CH,C0005-CH,C0022-CH
E4000,C0036-CH,C0010-CH,C0030-CH,C0050-CH,C0012-CIVIL,C0016-CIVIL,C0035-CIVIL,C0032-CIVIL,C0007-CIVIL,C0045-CH
E4001,C0027-IT,C0008-CSE,C0014-IT,C0039-IT,C0010-CSE,C0036-CSE,C0041-CSE,C0001-CSE,C0038-CSE,C0021-CSE
E4002,C0036-CSE,C0047-CSE,C0029-IT,C0025-IT,C0031-IT,C0030-CSE,C0037-IT,C0018-IT,C0007-CSE,C0032-CSE
E4003,C0001-CSE,C0039-IT,C0016-IT,C0044-CSE,C0043-IT,C0029-CSE,C0032-IT,C0030-IT,C0049-CSE,C0021-IT
E4004,C0040-EE,C0028-EC,C0034-EE,C0012-EC,C0044-EE,C0012-EC,C0046-EC,C0014-EC,C0049-EE,C0017-EC
E4005,C0046-ME,C0027-IC,C0049-IC,C0016-AUTO,C0044-ME,C0019-ME,C0044-IC,C0027-IC,C0035-ME,C0037-AUTO
E4006,C0037-AUTO,C0046-ME,C0019-IC,C0017-ME,C0050-AUTO,C0009-AUTO,C0023-ME,C0038-AUTO,C0028-ME,C0001-IC
E4007,C0049-ME,C0011-IC,C0046-IC,C0040-IC,C0002-AUTO,C0048-ME,C0050-AUTO,C0037-IC,C0032-AUTO,C0038-AUTO
E4008,C0025-ME,C0025-ME,C0032-ME,C0030-AUTO,C0042-AUTO,C0008-ME,C0003-ME,C0024-AUTO,C0022-ME,C0007-ME
E4009,C0013-CH,C0009-CIVIL,C0003-CH,C0021-CIVIL,C0046-CIVIL,C0044-CIVIL,C0010-CH,C0019-CH,C0044-CIVIL,C0029-CH
E4010,C0037-EE,C0023-EE,C0001-EC,C0021-EE,C0031-EE,C0011-EE,C0015-EC,C0006-EC,C0023-EE,C0006-EC
E4011,C0047-AUTO,C0012-AUTO,C0015-ME,C0030-IC,C0033-AUTO,C0041-AUTO,C0044-AUTO,C0023-ME,C0011-IC,C0041-AUTO
E4012,C0017-IT,C0036-CSE,C0049-CSE,C0024-CSE,C0024-IT,C0050-IT,C0021-IT,C0015-IT,C0021-CSE,C0003-CSE
E4013,C0006-CH,C0018-CH,C0026-CH,C0024-CIVIL,C0048-CIVIL,C0012-CIVIL,C0015-CIVIL,C0036-CH,C0003-CH,C0035-CIVIL
E4014,C0010-EE,C0013-EC,C0011-EE,C0016-EE,C0045-EE,C0009-EE,C0041-EC,C0041-EE,C0037-EC,C0031-EE
E4015,C0002-IC,C0021-IC,C0025-AUTO,C0031-IC,C0036-ME,C0012-AUTO,C0016-AUTO,C0029-ME,C0039-IC,C0044-IC
E4016,C0016-ME,C0018-ME,C0041-IC,C0046-AUTO,C0042-ME,C0035-AUTO,C0037-IC,C0026-AUTO,C0013-ME,C0039-IC
E4017,C0006-AUTO,C0009-ME,C0047-ME,C0030-IC,C0044-IC,C0043-IC,C0006-IC,C0009-IC,C0001-AUTO,C0005-ME
E4018,C0010-CSE,C0001-IT,C0021-CSE,C0032-IT,C0043-IT,C0011-CSE,C0037-IT,C0040-IT,C0044-IT,C0024-CSE
E4019,C0038-CSE,C0012-CSE,C0020-CSE,C0030-CSE,C0011-CSE,C0044-CSE,C0033-CSE,C0021-CSE,C0009-CSE,C0006-CSE
E4020,C0009-ME,C0009-IC,C0039-AUTO,C0042-IC,C0010-IC,C0042-ME,C0010-IC,C0047-AUTO,C0034-ME,C0050-AUTO
E4021,C0005-CIVIL,C0024-CH,C0041-CIVIL,C0033-CIVIL,C0036-CH,C0025-CH,C0005-CH,C0010-CIVIL,C0027-CIVIL,C0026-CH
E4022,C0030-CSE,C0003-IT,C0036-CSE,C0048-IT,C0049-IT,C0011-CSE,C0033-IT,C0036-CSE,C0019-CSE,C0001-IT
E4023,C0006-CIVIL,C0001-CIVIL,C0013-CIVIL,C0040-CIVIL,C0031-CH,C0012-CH,C0025-CIVIL,C0049-CH,C0008-CIVIL,C0048-CIVIL
E4024,C0030-CIVIL,C0041-CH,C0010-CH,C0017-CH,C0039-CH,C0022-CH,C0045-CH,C0049-CH,C0037-CIVIL,C0009-CH
E4025,C0008-IT,C0011-CSE,C0042-CSE,C0018-CSE,C0028-CSE,C0041-CSE,C0014-CSE,C0015-IT,C0014-CSE,C0050-CSE
E4026,C0002-CH,C0033-CH,C0007-CIVIL,C0024-CH,C0026-CIVIL,C0001-CIVIL,C0003-CIVIL,C0012-CIVIL,C0018-CH,C0014-CIVIL
E4027,C0037-IC,C0016-ME,C0048-IC,C0036-AUTO,C0019-ME,C0048-IC,C0001-IC,C0030-AUTO,C0002-AUTO,C0027-ME
E4028,C0050-ME,C0008-ME,C0018-AUTO,C0046-IC,C0036-AUTO,C0029-IC,C0033-ME,C0011-AUTO,C0029-AUTO,C0036-AUTO
E4029,C0035-CH,C0018-CH,C0014-CIVIL,C0009-CH,C0038-CIVIL,C0006-CH,C0038-CH,C0015-CIVIL,C0010-CIVIL,C0019-CH
E4030,C0045-CIVIL,C0024-CIVIL,C0018-CIVIL,C0031-CIVIL,C0001-CIVIL,C0004-CH,C0022-CH,C0038-CIVIL,C0041-CH,C0021-CH
E4031,C0022-IT,C0044-IT,C0042-IT,C0030-CSE,C0042-CSE,C0001-CSE,C0020-CSE,C0024-CSE,C0024-CSE,C0029-IT
E4032,C0016-CIVIL,C0022-CH,C0012-CH,C0022-CH,C0003-CH,C0018-CH,C0043-CIVIL,C0040-CIVIL,C0024-CIVIL,C0041-CIVIL
E4033,C0003-ME,C0028-ME,C0040-ME,C0017-AUTO,C0013-IC,C0001-AUTO,C0019-ME,C0015-ME,C0009-ME,C0024-ME
E4034,C0037-AUTO,C0044-ME,C0043-IC,C0002-AUTO,C0042-IC,C0036-ME,C0044-AUTO,C0001-IC,C0046-AUTO,C0016-IC
E4035,C0025-ME,C0010-AUTO,C0038-AUTO,C0041-IC,C0045-ME,C0013-AUTO,C0045-IC,C0005-IC,C0019-ME,C0015-ME
E4036,C0008-EC,C0050-EE,C0020-EE,C0034-EC,C0043-EC,C0038-EE,C0014-EC,C0028-EC,C0018-EE,C0018-EC
E4037,C0001-EC,C0012-EE,C0040-EC,C0038-EE,C0026-EC,C0047-EE,C0041-EC,C0026-EC,C0027-EC,C0012-EE
E4038,C0040-CIVIL,C0033-CH,C0031-CH,C0027-CIVIL,C0026-CH,C0014-CIVIL,C0019-CIVIL,C0003-CH,C0010-CH,C0031-CH
E4039,C0002-IC,C0024-ME,C0017-IC,C0014-AUTO,C0026-AUTO,C0033-IC,C0044-ME,C0019-IC,C0017-AUTO,C0042-ME
E4040,C0003-ME,C0011-IC,C0009-IC,C0031-IC,C0044-ME,C0050-ME,C0007-AUTO,C0032-AUTO,C0026-ME,C0046-IC
E4041,C0034-AUTO,C0038-AUTO,C0037-AUTO,C0043-ME,C0038-AUTO,C0014-AUTO,C0022-IC,C0019-AUTO,C0016-ME,C0026-AUTO
E4042,C0023-EE,C0017-EE,C0018-EE,C0039-EC,C0007-EC,C0018-EC,C0043-EE,C0009-EE,C0013-EC,C0034-EE
E4043,C0038-CSE,C0005-CSE,C0001-IT,C0036-IT,C0005-CSE,C0028-IT,C0047-CSE,C0028-IT,C0043-IT,C0034-IT
E4044,C0040-CH,C0038-CIVIL,C0012-CIVIL,C0025-CIVIL,C0031-CH,C0036-CIVIL,C0024-CIVIL,C0026-CIVIL,C0003-CH,C0036-CIVIL
E4045,C0028-IT,C0050-IT,C0049-IT,C0006-IT,C0037-IT,C0005-CSE,C0032-CSE,C0032-CSE,C0050-IT,C0024-CSE
E4046,C0031-EE,C0035-EE,C0036-EE,C0042-EE,C0007-EC,C0045-EE,C0002-EE,C0031-EE,C0027-EC,C0006-EC
E4047,C0015-IC,C0032-AUTO,C0014-AUTO,C0045-IC,C0022-ME,C0049-IC,C0050-IC,C0045-ME,C0014-AUTO,C0043-AUTO
E4048,C0037-CIVIL,C0003-CH,C0034-CIVIL,C0010-CH,C0039-CH,C0025-CIVIL,C0035-CH,C0029-CH,C0019-CH,C0012-CH
E4049,C0017-CIVIL,C0033-CIVIL,C0020-CIVIL,C0024-CIVIL,C0040-CH,C0014-CIVIL,C0042-CH,C0027-CIVIL,C0027-CIVIL,C0026-CIVIL
E4050,C0035-IT,C0005-CSE,C0019-CSE,C0019-CSE,C0010-CSE,C0030-IT,C0042-CSE,C0045-IT,C0037-CSE,C0037-IT
E4051,C0038-IT,C0049-IT,C0020-IT,C0038-IT,C0018-IT,C0044-IT,C0016-IT,C0012-CSE,C0008-CSE,C0039-CSE
E4052,C0050-CIVIL,C0033-CIVIL,C0025-CIVIL,C0033-CH,C0024-CIVIL,C0042-CH,C0036-CH,C0048-CIVIL,C0015-CIVIL,C0041-CH
E4053,C0041-ME,C0008-ME,C0046-IC,C0030-AUTO,C0035-IC,C0004-IC,C0035-AUTO,C0017-AUTO,C0048-IC,C0032-AUTO
E4054,C0032-IT,C0026-IT,C0045-IT,C0023-CSE,C0018-IT,C0030-CSE,C0036-IT,C0035-IT,C0003-IT,C0040-IT
E4055,C0031-CSE,C0029-IT,C0042-CSE,C0002-IT,C0024-CSE,C0021-IT,C0041-CSE,C0043-CSE,C0043-CSE,C0018-CSE
E4056,C0017-CH,C0019-CH,C0009-CIVIL,C0013-CH,C0039-CH,C0017-CH,C0016-CIVIL,C0023-CIVIL,C0048-CIVIL,C0049-CH
E4057,C0018-CSE,C0020-IT,C0038-IT,C0042-IT,C0031-CSE,C0003-CSE,C0035-IT,C0042-CSE,C0010-IT,C0024-IT
E4058,C0004-IT,C0050-IT,C0024-CSE,C0020-CSE,C0048-IT,C0017-IT,C0022-CSE,C0002-IT,C0032-CSE,C0031-IT
E4059,C0033-AUTO,C0041-IC,C0048-IC,C0029-ME,C0044-IC,C0046-IC,C0015-IC,C0007-AUTO,C0047-ME,C0043-IC
E4060,C0016-EC,C0039-EE,C0012-EE,C0050-EC,C0035-EE,C0035-EE,C0049-EC,C0006-EC,C0040-EC,C0010-EE
E4061,C0020-CIVIL,C0002-CIVIL,C0017-CIVIL,C0003-CIVIL,C0017-CH,C0050-CIVIL,C0033-CH,C0014-CIVIL,C0009-CH,C0042-CH
E4062,C0034-CSE,C0031-IT,C0049-CSE,C0039-CSE,C0006-CSE,C0035-IT,C0008-CSE,C0003-CSE,C0037-IT,C0003-IT
E4063,C0001-IC,C0026-AUTO,C0028-ME,C0045-ME,C0047-ME,C0001-IC,C0007-AUTO,C0040-ME,C0027-IC,C0030-ME
E4064,C0033-IC,C0034-AUTO,C0022-AUTO,C0047-ME,C0021-AUTO,C0006-IC,C0034-ME,C0025-AUTO,C0021-AUTO,C0046-IC
E4065,C0046-IC,C0016-ME,C0022-ME,C0022-IC,C0048-IC,C0032-AUTO,C0008-ME,C0016-AUTO,C0037-IC,C0015-AUTO
E4066,C0045-EE,C0003-EE,C0050-EE,C0034-EC,C0007-EC,C0040-EE,C0010-EE,C0010-EE,C0032-EE,C0043-EE
E4067,C0049-EC,C0021-EC,C0015-EC,C0005-EE,C0021-EE,C0043-EC,C0048-EC,C0048-EC,C0048-EC,C0038-EE
E4068,C0010-AUTO,C0003-ME,C0035-AUTO,C0033-IC,C0049-AUTO,C0017-AUTO,C0005-AUTO,C0040-ME,C0039-IC,C0018-ME
E4069,C0001-AUTO,C0034-IC,C0010-AUTO,C0033-ME,C0035-IC,C0016-AUTO,C0009-IC,C0022-IC,C0046-ME,C0050-ME
E4070,C0039-CSE,C0005-CSE,C0040-CSE,C0040-CSE,C0046-IT,C0001-CSE,C0022-IT,C0014-CSE,C0023-CSE,C0030-CSE
E4071,C0026-EC,C0049-EC,C0050-EC,C0015-EC,C0032-EC,C0045-EE,C0036-EE,C0018-EE,C0026-EE,C0038-EC
E4072,C0018-IT,C0009-CSE,C0038-IT,C0017-IT,C0035-IT,C0033-IT,C0042-IT,C0007-IT,C0028-IT,C0001-CSE
E4073,C0011-AUTO,C0008-ME,C0049-ME,C0001-IC,C0009-ME,C0045-ME,C0048-IC,C0019-AUTO,C0013-ME,C0045-ME
E4074,C0015-IC,C0041-AUTO,C0009-ME,C0019-IC,C0018-AUTO,C0042-AUTO,C0030-AUTO,C0010-AUTO,C0047-ME,C0042-ME
E4075,C0012-CIVIL,C0010-CH,C0026-CIVIL,C0030-CH,C0003-CIVIL,C0039-CH,C0009-CH,C0008-CIVIL,C0030-CIVIL,C0034-CIVIL
E4076,C0021-IC,C0031-IC,C0050-ME,C0019-ME,C0046-AUTO,C0043-AUTO,C0002-IC,C0036-ME,C0036-AUTO,C0025-ME
E4077,C0015-IT,C0031-CSE,C0005-IT,C0029-CSE,C0047-CSE,C0023-CSE,C0006-CSE,C0031-CSE,C0030-IT,C0019-CSE
E4078,C0006-ME,C0043-ME,C0046-AUTO,C0013-IC,C0029-ME,C0027-ME,C0034-IC,C0017-ME,C0014-IC,C0014-AUTO
E4079,C0047-EE,C0031-EE,C0009-EC,C0034-EE,C0031-EE,C0016-EC,C0021-EC,C0050-EC,C0049-EC,C0007-EE
E4080,C0039-IT,C0042-CSE,C0021-IT,C0038-CSE,C0032-CSE,C0048-IT,C0010-CSE,C0034-CSE,C0012-CSE,C0003-CSE
E4081,C0008-EC,C0018-EE,C0049-EE,C0015-EC,C0023-EE,C0003-EE,C0034-EE,C0017-EE,C0034-EC,C0048-EC
E4082,C0036-CH,C0031-CH,C0001-CIVIL,C0015-CIVIL,C0031-CIVIL,C0024-CIVIL,C0016-CIVIL,C0004-CIVIL,C0010-CH,C0026-CH
E4083,C0015-EE,C0049-EE,C0005-EE,C0004-EE,C0015-EE,C0028-EC,C0024-EE,C0029-EE,C0014-EC,C0041-EC
E4084,C0003-ME,C0014-AUTO,C0023-ME,C0026-AUTO,C0016-AUTO,C0006-AUTO,C0031-ME,C0048-ME,C0008-ME,C0038-AUTO
E4085,C0037-EE,C0011-EE,C0002-EE,C0025-EE,C0033-EC,C0043-EC,C0015-EE,C0048-EC,C0032-EC,C0050-EC
E4086,C0019-IT,C0005-IT,C0042-IT,C0003-CSE,C0019-CSE,C0038-IT,C0030-IT,C0018-IT,C0043-IT,C0042-IT
E4087,C0033-CIVIL,C0042-CIVIL,C0012-CIVIL,C0002-CIVIL,C0002-CH,C0023-CH,C0012-CIVIL,C0044-CH,C0037-CIVIL,C0029-CH
E4088,C0048-IC,C0016-AUTO,C0032-ME,C0011-IC,C0012-AUTO,C0041-AUTO,C0043-IC,C0012-IC,C0028-ME,C0006-ME
E4089,C0045-IT,C0050-CSE,C0034-CSE,C0003-IT,C0040-CSE,C0026-IT,C0023-CSE,C0023-CSE,C0026-IT,C0034-CSE
E4090,C0021-IC,C0002-IC,C0040-ME,C0007-AUTO,C0037-AUTO,C0019-ME,C0035-ME,C0027-IC,C0009-AUTO,C0014-AUTO
E4091,C0042-EC,C0014-EC,C0009-EC,C0007-EC,C0017-EE,C0018-EC,C0011-EC,C0037-EC,C0008-EC,C0024-EE
E4092,C0030-CIVIL,C0017-CIVIL,C0026-CH,C0031-CH,C0024-CH,C0017-CIVIL,C0003-CH,C0003-CH,C0009-CIVIL,C0018-CH
E4093,C0008-CSE,C0024-IT,C0042-IT,C0006-CSE,C0022-CSE,C0019-IT,C0001-IT,C0005-IT,C0031-IT,C0017-IT
E4094,C0012-EE,C0012-EE,C0034-EC,C0035-EE,C0018-EC,C0039-EC,C0038-EE,C0039-EC,C0046-EE,C0044-EE
E4095,C0031-IC,C0016-AUTO,C0043-IC,C0009-AUTO,C0046-ME,C0031-ME,C0029-AUTO,C0009-ME,C0033-ME,C0024-ME
E4096,C0026-CIVIL,C0012-CIVIL,C0041-CIVIL,C0041-CH,C0041-CH,C0036-CIVIL,C0033-CH,C0001-CIVIL,C0008-CIVIL,C0038-CIVIL
E4097,C0027-ME,C0040-ME,C0047-ME,C0045-ME,C0042-IC,C0040-ME,C0034-ME,C0003-ME,C0041-IC,C0005-IC
E4098,C0019-CIVIL,C0002-CH,C0041-CIVIL,C0045-CH,C0025-CH,C0042-CIVIL,C0049-CH,C0017-CH,C0035-CH,C0041-CH
E4099,C0029-EE,C0012-EC,C0030-EE,C0037-EE,C0003-EE,C0003-EE,C0048-EC,C0043-EE,C0007-EC,C0035-EC
E4100,C0016-IT,C0014-CSE,C0043-IT,C0040-CSE,C0008-CSE,C0039-IT,C0008-CSE,C0021-CSE,C0034-CSE,C0041-CSE
E4101,C0019-CIVIL,C0017-CIVIL,C0029-CH,C0020-CH,C0038-CH,C0004-CH,C0009-CH,C0050-CH,C0027-CIVIL,C0009-CIVIL
E4102,C0033-CH,C0044-CH,C0039-CH,C0030-CH,C0038-CH,C0040-CH,C0035-CIVIL,C0001-CIVIL,C0014-CIVIL,C0003-CIVIL
E4103,C0046-AUTO,C0050-AUTO,C0048-ME,C0028-ME,C0033-ME,C0004-IC,C0041-ME,C0044-IC,C0013-ME,C0011-IC
E4104,C0025-EE,C0014-EE,C0017-EC,C0010-EE,C0010-EE,C0012-EE,C0046-EE,C0049-EC,C0018-EC,C0025-EE
E4105,C0044-EE,C0040-EE,C0002-EE,C0040-EE,C0043-EE,C0012-EC,C0039-EC,C0029-EE,C0016-EC,C0025-EC
E4106,C0038-CH,C0002-CH,C0025-CIVIL,C0049-CIVIL,C0004-CIVIL,C0027-CIVIL,C0025-CH,C0033-CH,C0010-CH,C0040-CH
E4107,C0048-IC,C0013-AUTO,C0031-IC,C0023-AUTO,C0034-IC,C0044-AUTO,C0025-AUTO,C0013-IC,C0040-ME,C0022-IC
E4108,C0043-EE,C0014-EE,C0004-EE,C0011-EE,C0011-EE,C0010-EE,C0030-EC,C0020-EE,C0004-EE,C0025-EC
E4109,C0032-ME,C0034-AUTO,C0005-AUTO,C0050-AUTO,C0037-IC,C0029-IC,C0037-IC,C0047-IC,C0029-ME,C0019-AUTO
E4110,C0037-IC,C0048-ME,C0033-ME,C0040-ME,C0022-ME,C0012-AUTO,C0027-IC,C0041-AUTO,C0049-AUTO,C0029-ME
E4111,C0014-CSE,C0035-IT,C0011-CSE,C0024-CSE,C0028-CSE,C0029-IT,C0037-CSE,C0032-CSE,C0003-IT,C0047-CSE
E4112,C0046-EE,C0025-EC,C0034-EC,C0018-EC,C0009-EE,C0004-EE,C0024-EE,C0031-EC,C0013-EE,C0026-EE
E4113,C0019-CH,C0039-CH,C0044-CIVIL,C0030-CH,C0041-CH,C0008-CIVIL,C0009-CIVIL,C0039-CH,C0010-CIVIL,C0040-CIVIL
E4114,C0003-CIVIL,C0050-CH,C0046-CIVIL,C0009-CIVIL,C0020-CH,C0046-CH,C0015-CIVIL,C0008-CH,C0040-CH,C0041-CH
E4115,C0044-CSE,C0004-CSE,C0022-CSE,C0006-IT,C0015-IT,C0021-CSE,C0018-CSE,C0008-IT,C0049-IT,C0043-CSE
E4116,C0010-IC,C0021-AUTO,C0019-IC,C0035-ME,C0006-IC,C0029-AUTO,C0029-AUTO,C0012-AUTO,C0007-ME,C0046-ME
E4117,C0023-CH,C0017-CH,C0035-CH,C0004-CIVIL,C0004-CIVIL,C0036-CH,C0024-CIVIL,C0041-CH,C0012-CIVIL,C0026-CH
E4118,C0018-ME,C0002-IC,C0006-AUTO,C0026-ME,C0044-AUTO,C0027-IC,C0005-IC,C0003-ME,C0016-AUTO,C0048-ME
E4119,C0017-EE,C0022-EC,C0026-EC,C0038-EE,C0049-EE,C0037-EC,C0034-EE,C0038-EC,C0042-EE,C0016-EE
E4120,C0025-CIVIL,C0020-CIVIL,C0044-CIVIL,C0018-CH,C0048-CIVIL,C0011-CH,C0010-CH,C0035-CIVIL,C0034-CIVIL,C0035-CH
E4121,C0027-IT,C0005-CSE,C0011-CSE,C0019-CSE,C0031-CSE,C0003-IT,C0001-IT,C0017-IT,C0027-IT,C0005-CSE
E4122,C0033-CSE,C0034-IT,C0022-IT,C0027-IT,C0001-IT,C0019-CSE,C0029-IT,C0001-CSE,C0011-IT,C0032-IT
E4123,C0039-AUTO,C0017-AUTO,C0015-IC,C0019-AUTO,C0041-ME,C0021-ME,C0032-AUTO,C0024-ME,C0043-ME,C0024-AUTO
E4124,C0018-EC,C0027-EE,C0024-EE,C0039-EC,C0038-EC,C0004-EE,C0043-EE,C0010-EE,C0012-EE,C0026-EC
E4125,C0035-IT,C0030-CSE,C0005-CSE,C0032-IT,C0038-CSE,C0033-IT,C0007-IT,C0019-CSE,C0019-CSE,C0005-IT
E4126,C0035-EE,C0045-EE,C0009-EE,C0015-EC,C0003-EE,C0050-EC,C0002-EE,C0038-EE,C0050-EE,C0012-EC
E4127,C0017-IC,C0038-AUTO,C0043-AUTO,C0041-IC,C0037-IC,C0039-ME,C0025-AUTO,C0033-AUTO,C0050-AUTO,C0050-AUTO
E4128,C0005-CH,C0024-CIVIL,C0022-CH,C0040-CIVIL,C0030-CH,C0008-CH,C0045-CH,C0030-CIVIL,C0003-CIVIL,C0036-CH
E4129,C0001-IC,C0035-IC,C0039-IC,C0024-ME,C0026-AUTO,C0039-IC,C0024-ME,C0041-ME,C0013-AUTO,C0023-ME
E4130,C0033-IT,C0030-IT,C0021-CSE,C0050-CSE,C0005-IT,C0049-IT,C0003-CSE,C0046-IT,C0047-CSE,C0003-CSE
E4131,C0043-CSE,C0010-IT,C0037-IT,C0049-CSE,C0036-CSE,C0007-CSE,C0033-CSE,C0043-IT,C0039-CSE,C0011-CSE
E4132,C0031-CSE,C0032-CSE,C0021-CSE,C0042-CSE,C0021-CSE,C0037-CSE,C0020-CSE,C0034-IT,C0001-CSE,C0031-CSE
E4133,C0043-IC,C0026-AUTO,C0014-AUTO,C0048-ME,C0041-AUTO,C0030-IC,C0034-IC,C0034-IC,C0012-AUTO,C0030-ME
